PERMNO;HdrCUSIP;Ticker;PERMCO;DlyCalDt;DlyRet
28310;90478470;UN;21803;15-3-2013;0.000744
28310;90478470;UN;21803;18-3-2013;-0.002727
28310;90478470;UN;21803;19-3-2013;0.002983
28310;90478470;UN;21803;20-3-2013;0.008674
28310;90478470;UN;21803;21-3-2013;-0.00516
28310;90478470;UN;21803;22-3-2013;0.017288
28310;90478470;UN;21803;25-3-2013;-0.009711
28310;90478470;UN;21803;26-3-2013;0.000245
28310;90478470;UN;21803;27-3-2013;-0.010049
28310;90478470;UN;21803;28-3-2013;0.015103
28310;90478470;UN;21803;1-4-2013;-0.002195
28310;90478470;UN;21803;2-4-2013;0.015889
28310;90478470;UN;21803;3-4-2013;-0.002166
28310;90478470;UN;21803;4-4-2013;-0.01061
28310;90478470;UN;21803;5-4-2013;-0.004874
28310;90478470;UN;21803;8-4-2013;0.003674
28310;90478470;UN;21803;9-4-2013;-0.003416
28310;90478470;UN;21803;10-4-2013;0.016405
28310;90478470;UN;21803;11-4-2013;0.008914
28310;90478470;UN;21803;12-4-2013;0.000239
28310;90478470;UN;21803;15-4-2013;-0.014562
28310;90478470;UN;21803;16-4-2013;0.005329
28310;90478470;UN;21803;17-4-2013;-0.015422
28310;90478470;UN;21803;18-4-2013;0.00465
28310;90478470;UN;21803;19-4-2013;0.003654
28310;90478470;UN;21803;22-4-2013;-0.004126
28310;90478470;UN;21803;23-4-2013;0.022423
28310;90478470;UN;21803;24-4-2013;0.002622
28310;90478470;UN;21803;25-4-2013;-0.018783
28310;90478470;UN;21803;26-4-2013;0.006542
28310;90478470;UN;21803;29-4-2013;0.021425
28310;90478470;UN;21803;30-4-2013;0.001178
28310;90478470;UN;21803;1-5-2013;-0.002825
28310;90478470;UN;21803;2-5-2013;0.000708
28310;90478470;UN;21803;3-5-2013;0.0092
28310;90478470;UN;21803;6-5-2013;-0.00561
28310;90478470;UN;21803;7-5-2013;-0.002821
28310;90478470;UN;21803;8-5-2013;-0.000014
28310;90478470;UN;21803;9-5-2013;-0.015688
28310;90478470;UN;21803;10-5-2013;0.001932
28310;90478470;UN;21803;13-5-2013;-0.000723
28310;90478470;UN;21803;14-5-2013;0.008442
28310;90478470;UN;21803;15-5-2013;0.015786
28310;90478470;UN;21803;16-5-2013;-0.008947
28310;90478470;UN;21803;17-5-2013;0.001663
28310;90478470;UN;21803;20-5-2013;-0.001423
28310;90478470;UN;21803;21-5-2013;-0.000238
28310;90478470;UN;21803;22-5-2013;-0.004039
28310;90478470;UN;21803;23-5-2013;0.003817
28310;90478470;UN;21803;24-5-2013;0
28310;90478470;UN;21803;28-5-2013;0.001663
28310;90478470;UN;21803;29-5-2013;-0.012574
28310;90478470;UN;21803;30-5-2013;-0.000481
28310;90478470;UN;21803;31-5-2013;-0.019712
28310;90478470;UN;21803;3-6-2013;0.007602
28310;90478470;UN;21803;4-6-2013;-0.000243
28310;90478470;UN;21803;5-6-2013;-0.020204
28310;90478470;UN;21803;6-6-2013;0.00646
28310;90478470;UN;21803;7-6-2013;0.004443
28310;90478470;UN;21803;10-6-2013;-0.002949
28310;90478470;UN;21803;11-6-2013;-0.006409
28310;90478470;UN;21803;12-6-2013;0.002977
28310;90478470;UN;21803;13-6-2013;0.002226
28310;90478470;UN;21803;14-6-2013;-0.010118
28310;90478470;UN;21803;17-6-2013;0.016455
28310;90478470;UN;21803;18-6-2013;0
28310;90478470;UN;21803;19-6-2013;-0.013245
28310;90478470;UN;21803;20-6-2013;-0.042506
28310;90478470;UN;21803;21-6-2013;0.002856
28310;90478470;UN;21803;24-6-2013;-0.017862
28310;90478470;UN;21803;25-6-2013;0.006853
28310;90478470;UN;21803;26-6-2013;0.013874
28310;90478470;UN;21803;27-6-2013;0.013684
28310;90478470;UN;21803;28-6-2013;0.001274
28310;90478470;UN;21803;1-7-2013;0.006614
28310;90478470;UN;21803;2-7-2013;-0.002274
28310;90478470;UN;21803;3-7-2013;-0.002533
28310;90478470;UN;21803;5-7-2013;0.007364
28310;90478470;UN;21803;8-7-2013;0.00605
28310;90478470;UN;21803;9-7-2013;0.001002
28310;90478470;UN;21803;10-7-2013;0.006258
28310;90478470;UN;21803;11-7-2013;0.029104
28310;90478470;UN;21803;12-7-2013;-0.001934
28310;90478470;UN;21803;15-7-2013;0.007023
28310;90478470;UN;21803;16-7-2013;-0.005772
28310;90478470;UN;21803;17-7-2013;-0.007983
28310;90478470;UN;21803;18-7-2013;-0.001463
28310;90478470;UN;21803;19-7-2013;0.007814
28310;90478470;UN;21803;22-7-2013;-0.001696
28310;90478470;UN;21803;23-7-2013;-0.009951
28310;90478470;UN;21803;24-7-2013;0
28310;90478470;UN;21803;25-7-2013;-0.00711
28310;90478470;UN;21803;26-7-2013;-0.009383
28310;90478470;UN;21803;29-7-2013;-0.003988
28310;90478470;UN;21803;30-7-2013;0.002002
28310;90478470;UN;21803;31-7-2013;-0.000749
28310;90478470;UN;21803;1-8-2013;0.009748
28310;90478470;UN;21803;2-8-2013;0.004208
28310;90478470;UN;21803;5-8-2013;0.002465
28310;90478470;UN;21803;6-8-2013;-0.008606
28310;90478470;UN;21803;7-8-2013;-0.011545
28310;90478470;UN;21803;8-8-2013;0.002785
28310;90478470;UN;21803;9-8-2013;0.002777
28310;90478470;UN;21803;12-8-2013;-0.002769
28310;90478470;UN;21803;13-8-2013;0.001767
28310;90478470;UN;21803;14-8-2013;-0.001764
28310;90478470;UN;21803;15-8-2013;-0.003787
28310;90478470;UN;21803;16-8-2013;0.003548
28310;90478470;UN;21803;19-8-2013;-0.006818
28310;90478470;UN;21803;20-8-2013;0
28310;90478470;UN;21803;21-8-2013;-0.014238
28310;90478470;UN;21803;22-8-2013;0.001548
28310;90478470;UN;21803;23-8-2013;0.011074
28310;90478470;UN;21803;26-8-2013;-0.003311
28310;90478470;UN;21803;27-8-2013;-0.018911
28310;90478470;UN;21803;28-8-2013;-0.007554
28310;90478470;UN;21803;29-8-2013;-0.005249
28310;90478470;UN;21803;30-8-2013;-0.007124
28310;90478470;UN;21803;3-9-2013;-0.000797
28310;90478470;UN;21803;4-9-2013;-0.006383
28310;90478470;UN;21803;5-9-2013;-0.002141
28310;90478470;UN;21803;6-9-2013;0.005365
28310;90478470;UN;21803;9-9-2013;0.005336
28310;90478470;UN;21803;10-9-2013;0.020701
28310;90478470;UN;21803;11-9-2013;-0.0065
28310;90478470;UN;21803;12-9-2013;-0.002355
28310;90478470;UN;21803;13-9-2013;0.006821
28310;90478470;UN;21803;16-9-2013;0.00964
28310;90478470;UN;21803;17-9-2013;0.009032
28310;90478470;UN;21803;18-9-2013;0.023018
28310;90478470;UN;21803;19-9-2013;0.01225
28310;90478470;UN;21803;20-9-2013;-0.00568
28310;90478470;UN;21803;23-9-2013;-0.006458
28310;90478470;UN;21803;24-9-2013;-0.009
28310;90478470;UN;21803;25-9-2013;-0.010091
28310;90478470;UN;21803;26-9-2013;0.005861
28310;90478470;UN;21803;27-9-2013;-0.011148
28310;90478470;UN;21803;30-9-2013;-0.033564
28310;90478470;UN;21803;1-10-2013;0.002916
28310;90478470;UN;21803;2-10-2013;-0.007666
28310;90478470;UN;21803;3-10-2013;0.009323
