PERMNO;HdrCUSIP;Ticker;PERMCO;DlyCalDt;DlyRet
14542;02079K10;GOOG;45483;16-5-2023;0.026761
14542;02079K10;GOOG;45483;17-5-2023;0.011575
14542;02079K10;GOOG;45483;18-5-2023;0.016793
14542;02079K10;GOOG;45483;19-5-2023;-0.002186
14542;02079K10;GOOG;45483;22-5-2023;0.021258
14542;02079K10;GOOG;45483;23-5-2023;-0.020497
14542;02079K10;GOOG;45483;24-5-2023;-0.013383
14542;02079K10;GOOG;45483;25-5-2023;0.022279
14542;02079K10;GOOG;45483;26-5-2023;0.008685
14542;02079K10;GOOG;45483;30-5-2023;-0.006298
14542;02079K10;GOOG;45483;31-5-2023;-0.010189
14542;02079K10;GOOG;45483;1-6-2023;0.008106
14542;02079K10;GOOG;45483;2-6-2023;0.006915
14542;02079K10;GOOG;45483;5-6-2023;0.011179
14542;02079K10;GOOG;45483;6-6-2023;0.010108
14542;02079K10;GOOG;45483;7-6-2023;-0.038855
14542;02079K10;GOOG;45483;8-6-2023;-0.002196
14542;02079K10;GOOG;45483;9-6-2023;0.00163
14542;02079K10;GOOG;45483;12-6-2023;0.012045
14542;02079K10;GOOG;45483;13-6-2023;0.000643
14542;02079K10;GOOG;45483;14-6-2023;-0.000402
14542;02079K10;GOOG;45483;15-6-2023;0.011336
14542;02079K10;GOOG;45483;16-6-2023;-0.013753
14542;02079K10;GOOG;45483;20-6-2023;-0.001693
14542;02079K10;GOOG;45483;21-6-2023;-0.020912
14542;02079K10;GOOG;45483;22-6-2023;0.021524
14542;02079K10;GOOG;45483;23-6-2023;-0.006862
14542;02079K10;GOOG;45483;26-6-2023;-0.031946
14542;02079K10;GOOG;45483;27-6-2023;-0.000672
14542;02079K10;GOOG;45483;28-6-2023;0.017393
14542;02079K10;GOOG;45483;29-6-2023;-0.008837
14542;02079K10;GOOG;45483;30-6-2023;0.007999
14542;02079K10;GOOG;45483;3-7-2023;-0.003389
14542;02079K10;GOOG;45483;5-7-2023;0.01717
14542;02079K10;GOOG;45483;6-7-2023;-0.013863
14542;02079K10;GOOG;45483;7-7-2023;-0.006533
14542;02079K10;GOOG;45483;10-7-2023;-0.027218
14542;02079K10;GOOG;45483;11-7-2023;0.007187
14542;02079K10;GOOG;45483;12-7-2023;0.016226
14542;02079K10;GOOG;45483;13-7-2023;0.043555
14542;02079K10;GOOG;45483;14-7-2023;0.006969
14542;02079K10;GOOG;45483;17-7-2023;-0.005091
14542;02079K10;GOOG;45483;18-7-2023;-0.007836
14542;02079K10;GOOG;45483;19-7-2023;-0.010477
14542;02079K10;GOOG;45483;20-7-2023;-0.02647
14542;02079K10;GOOG;45483;21-7-2023;0.006526
14542;02079K10;GOOG;45483;24-7-2023;0.01305
14542;02079K10;GOOG;45483;25-7-2023;0.007466
14542;02079K10;GOOG;45483;26-7-2023;0.055949
14542;02079K10;GOOG;45483;27-7-2023;0.00162
14542;02079K10;GOOG;45483;28-7-2023;0.024178
14542;02079K10;GOOG;45483;31-7-2023;0.000752
14542;02079K10;GOOG;45483;1-8-2023;-0.009165
14542;02079K10;GOOG;45483;2-8-2023;-0.024642
14542;02079K10;GOOG;45483;3-8-2023;0.001011
14542;02079K10;GOOG;45483;4-8-2023;-0.001786
14542;02079K10;GOOG;45483;7-8-2023;0.026451
14542;02079K10;GOOG;45483;8-8-2023;-0.000758
14542;02079K10;GOOG;45483;9-8-2023;-0.012819
14542;02079K10;GOOG;45483;10-8-2023;0.000461
14542;02079K10;GOOG;45483;11-8-2023;-0.000307
14542;02079K10;GOOG;45483;14-8-2023;0.012753
14542;02079K10;GOOG;45483;15-8-2023;-0.011833
14542;02079K10;GOOG;45483;16-8-2023;-0.008905
14542;02079K10;GOOG;45483;17-8-2023;0.010456
